Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,"899,999,034",Norte de Santander,Cúcuta,"Colombia,  Norte de Santander ,  Cúcuta",Nacional,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4301293,CO1.PCCNTR.4906589,CO1.PCCNTR.4906589,Activo,V1.54101600,549119415 Contratar el suministro de materiales de Formación a monto agotable por el sistema de proveeduría integral de precios unitarios fijos para las áreas  Turismo Cultura y Textiles y Artesanías pertenecientes a los programas SENA EMPRENDE RURAL DESPLAZADOS Y TITULADA del Centro de Formación pa,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,12/15/2023,,,Transporte incluido,Cédula de Ciudadanía,13256513,EDGAR CARPIO SOLANO,No,Si,No,Si,Si,No,No,"15,500,000",0,0,"15,500,000",0,0,0,"15,500,000",Válido,No Definido,N/D,"93,100,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4309390&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,EDGAR CARPIO SOLANO,COLOMBIANA,Sin Descripcion,13256513,No Definido,"15,500,000",0,0,0,0,0,04/28/2023 12:00:00 AM,700861115,2023-12-15 17:00:00,2024-04-15 17:00:00,702730714,549119415 Contratar el suministro de materiales de Formación a monto agotable por el sistema de proveeduría integral de precios unitarios fijos para las áreas Turismo Cultura y Textiles y Artesanías pertenecientes a los programas SENA EMPRENDE RURAL DESPLAZADOS Y TITULADA del Centro de Formación para el Desarrollo Rural y Minero CEDRUM vigencia 2023Lote 1 Turismo
MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI,"891,380,089",Valle del Cauca,Guacarí,"Colombia,  Valle del Cauca ,  Guacarí",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4344668,CO1.PCCNTR.4907931,200.22.7-090-2023,Activo,V1.80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN DE LA SECRETARÍA DE VIVIENDA PARA LA ASESORÍA Y APOYO JURÍDICO A LA LEGALIZACIÓN PREDIOS EN EL MUNICIPIO DE GUACARÍVALLE DENTRO DEL DESARROLLO DEL PROYECTO DE INVERSIÓN DENOMINADO TITULACIÓN Y LEGALIZACIÓN DE PREDIOS EN EL MUNICIPIO DE GU,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,11/27/2023,,,A convenir,Cédula de Ciudadanía,14871872,luis eduardo aragon sanclemente,No,Si,No,No,No,No,No,"25,000,000",0,0,"25,000,000",0,0,0,"25,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349705&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,luis eduardo aragon sanclemente,colombiana,Cédula de Ciudadanía,14871872,Hombre,0,0,0,"25,000,000",0,0,04/28/2023 12:00:00 AM,704883511,,,716757067,PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN DE LA SECRETARÍA DE VIVIENDA PARA LA ASESORÍA Y APOYO JURÍDICO A LA LEGALIZACIÓN PREDIOS EN EL MUNICIPIO DE GUACARÍVALLE DENTRO DEL DESARROLLO DEL PROYECTO DE INVERSIÓN DENOMINADO TITULACIÓN Y LEGALIZACIÓN DE PREDIOS EN EL MUNICIPIO DE GUACARÍ VINCULANDO EL ENFOQUE DIFERENCIAL GUACARÍ
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO,"805,003,325",Valle del Cauca,Yumbo,"Colombia,  Valle del Cauca ,  Yumbo",Territorial,deportes,Ejecutivo,Descentralizada,CO1.BDOS.4345058,CO1.PCCNTR.4907071,300.11.01.320-2023,Activo,V1.72102900,PRESTAR LOS SERVICIOS PERSONALES DE APOYO OPERATIVO A LA GESTIÓN DEL INSTITUTO PARA EL MANTENIMIENTO DE LOS ESCENARIOS DEPORTIVOS DE ACUERDO A LOS LINEAMIENTOS Y COORDINACIÓN DE LAS ACTIVIDADES CON EL IMDERTY PARA SUPLIR LAS NECESIDADES DEL SERVICIO DEPORTIVO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/29/2023,,,No Definido,Cédula de Ciudadanía,1081595702,GERMAN LIBARDO BRAVO SOLARTE,No,No,No,No,No,No,No,"13,839,375",0,0,"13,839,375",0,0,0,"13,839,375",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348643&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,GERMAN LIBARDO BRAVO SOLARTE,Colombiana,Cédula de Ciudadanía,1081595702,Hombre,0,0,0,"13,839,375",0,0,04/28/2023 12:00:00 AM,705999456,,,721723138,PRESTAR LOS SERVICIOS PERSONALES DE APOYO OPERATIVO A LA GESTIÓN DEL INSTITUTO PARA EL MANTENIMIENTO DE LOS ESCENARIOS DEPORTIVOS DE ACUERDO A LOS LINEAMIENTOS Y COORDINACIÓN DE LAS ACTIVIDADES CON EL IMDERTY PARA SUPLIR LAS NECESIDADES DEL SERVICIO DEPORTIVO
ISVIMED,"900,014,480",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,"Vivienda, Ciudad y Territorio",Corporación Autónoma,Descentralizada,CO1.BDOS.4301698,CO1.PCCNTR.4901503,291-2023,Activo,V1.80161500,APOYAR AL ISVIMED EN LA COORDINACIÓN DE LA IMPLEMENTACIÓN DE LA POLÍTICA PÚBLICA DE INQUILINATOS DE LA CIUDAD DE MEDELLÍN DESDE LA LÍNEA DE PLANEACIÓN SOCIAL DEL PROCESO DE GESTIÓN ESTRATÉGICA,DecreeLaw092/2017,Contratación régimen especial (con ofertas),Decree092/2017,04/28/2023,,12/31/2023,,,No Definido,No Definido,811015797,CORPORACION PARA LA ATENCION LA BIOETICA Y EL MEDIO AMBIENTE PARTENON,No,No,No,No,No,No,No,"657,500,000",0,0,"657,500,000",0,0,0,"657,500,000",Válido,No Definido,N/D,"657,500,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4305256&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,MARIA DOLLY ALFONSO LEON,COLOMBIANA,Cédula de Ciudadanía,40386605,Mujer,0,0,0,"657,500,000",0,0,04/28/2023 12:00:00 AM,703835165,,,711436295,APOYAR AL ISVIMED EN LA COORDINACIÓN DE LA IMPLEMENTACIÓN DE LA POLÍTICA PÚBLICA DE INQUILINATOS DE LA CIUDAD DE MEDELLÍN DESDE LA LÍNEA DE PLANEACIÓN SOCIAL DEL PROCESO DE GESTIÓN ESTRATÉGICA
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,"899,999,034",Bolívar,Cartagena,"Colombia,  Bolívar ,  Cartagena",Nacional,Trabajo,Ejecutivo,Descentralizada,CO1.BDOS.4345463,CO1.PCCNTR.4908268,CO1.PCCNTR.4908268,Activo,V1.80111600,Desarrollar acciones de formacion integral en el area forestal y medio ambiente en las diferentes competencias establecidas en la formacion virtual complementaria en el centro de formacion agroempresarial y minero,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/31/2023,,,Transporte incluido,Cédula de Ciudadanía,1128048513,VANESSA VILLALBA,No,No,No,No,Si,No,No,"24,125,826",0,0,"24,125,826",0,0,0,"24,125,826",Válido,No Definido,N/D,"382,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4350349&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,VANESSA VIVIANA VILLALBA VIMOS,Colombia,Sin Descripcion,1128048513,No Definido,"24,125,826",0,0,0,0,0,04/28/2023 12:00:00 AM,704162874,,,708780309,Desarrollar acciones de formacion integral en el area forestal y medio ambiente en las diferentes competencias establecidas en la formacion virtual complementaria en el centro de formacion agroempresarial y minero
SECRETARIA DISTRITAL DE AMBIENTE,"899,999,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Ambiente y Desarrollo Sostenible,Ejecutivo,Centralizada,CO1.BDOS.4343613,CO1.PCCNTR.4905850,SDA-CPS-20231545,Activo,V1.80111600,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN PARA CONTRIBUIR EN LAS ACTIVIDADES DE DESARROLLO E IMPLEMENTACIÓN DESISTEMAS DE INFORMACIÓN DE LA SDA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/27/2023,,,A convenir,Cédula de Ciudadanía,1016094208,SERGIO ANDRÉS ARGALLE IBÁÑEZ,No,No,No,No,No,No,No,"17,464,000",0,0,"17,464,000",0,0,0,"17,464,000",Válido,No Definido,N/D,"28,347,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347107&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,SERGIO ANDRÉS ARGALLE IBÁÑEZ,COLOMBIA,Cédula de Ciudadanía,1016094208,Hombre,0,0,0,0,0,"17,464,000",04/28/2023 12:00:00 AM,702016304,,,721160661,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN PARA CONTRIBUIR EN LAS ACTIVIDADES DE DESARROLLO E IMPLEMENTACIÓN DESISTEMAS DE INFORMACIÓN DE LA SDA
DEFENSORÍA DEL PUEBLO,"800,186,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Servicio Público,Corporación Autónoma,Centralizada,CO1.BDOS.4342415,CO1.PCCNTR.4907885,CD-840-2023,Activo,V1.93141509,Prestar servicios para apoyar a la Defensoría Delegada para la Protección del Derecho al Deporte en la organización de las actividades de promoción y divulgación de derechos humanos con enfoque deportivo y en el seguimiento de las políticas públicas en todo el territorio nacional,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/27/2023,,,Como acordado previamente,Cédula de Ciudadanía,76043246,NESTOR JAIME CAMBINDO CARABALI,No,No,No,No,No,No,No,"17,600,000",0,0,"17,600,000",0,0,0,"17,600,000",Válido,No Definido,N/D,"80,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349830&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,NESTOR JAIME CAMBINDO,COLOMBIANA,Sin Descripcion,76043246,No Definido,"17,600,000",0,0,0,0,0,04/28/2023 12:00:00 AM,702541384,,,709398127,Prestar servicios para apoyar a la Defensoría Delegada para la Protección del Derecho al Deporte en la organización de las actividades de promoción y divulgación de derechos humanos con enfoque deportivo y en el seguimiento de las políticas públicas en todo el territorio nacional
DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS,"800,114,312",Caldas,Manizales,"Colombia,  Caldas ,  Manizales",Territorial,Salud y Protección Social,Ejecutivo,Descentralizada,CO1.BDOS.4330134,CO1.PCCNTR.4899175,150.25.4.0328,Activo,V1.80101505,Contratar las actividades del plan de salud pública de intervenciones colectivas en el municipio de Norcasia Caldas,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,11/30/2023,,,No Definido,No Definido,810000912,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAGRADO CORAZON DE NORCASIA,No,No,No,No,No,No,No,"36,135,000",0,0,"36,135,000",0,0,0,"36,135,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338235&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,"36,135,000",0,0,0,04/28/2023 12:00:00 AM,700588015,,,709512610,Contratar las actividades del plan de salud pública de intervenciones colectivas en el municipio de Norcasia Caldas
AEROCIVIL,"899,999,059",Distrito Capital de Bogotá,No Definido,"Colombia, Bogotá, Bogotá",Nacional,Transporte,Ejecutivo,Descentralizada,CO1.BDOS.4242459,CO1.PCCNTR.4901973,23000389 H1 de 2023,Activo,V1.15101505,ADQUIRIR COMBUSTIBLE Y LUBRICANTES PARA EL FUNCIONAMIENTO DE LAS MÁQUINAS SEI GRUPOS ELECTRÓGENOS ESTACION ANGOSTURAS Y VEHÍCULOS DE APOYO DEL AEROPUERTO DE TAME,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,12/20/2023,,,Como acordado previamente,Cédula de Ciudadanía,17545067,JESUS ANTONIO ZORRO ZORRO,No,Si,No,No,No,No,No,"34,000,000",0,0,"34,000,000",0,0,0,"34,000,000",Válido,No Definido,N/D,"34,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4252502&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,JESUS ANTONIO ZORRO ZORRO,COLOMBIA,Cédula de Ciudadanía,17545067,Hombre,0,0,0,0,0,"34,000,000",04/28/2023 12:00:00 AM,701110272,,,721523330,ADQUIRIR COMBUSTIBLE Y LUBRICANTES PARA EL FUNCIONAMIENTO DE LAS MÁQUINAS SEI GRUPOS ELECTRÓGENOS ESTACION ANGOSTURAS Y VEHÍCULOS DE APOYO DEL AEROPUERTO DE TAME
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4335288,CO1.PCCNTR.4899477,CD-57-2023-3033,Activo,V1.80111600,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/26/2023,,,No Definido,Cédula de Ciudadanía,49673368,BRICEIDA GALVIS CONTRERAS,No,No,No,No,No,No,No,"10,000,000",0,0,"10,000,000",0,0,0,"10,000,000",Válido,No Definido,N/D,"214,440,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338376&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,BRICEIDA GALVIS CONTRERAS,COLOMBIANA,Cédula de Ciudadanía,49673368,Mujer,0,0,0,"10,000,000",0,0,04/28/2023 12:00:00 AM,702442096,,,712318757,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO
INSTITUTO DE DEPORTES RECREACION Y APROVECHAMIENTO DEL TIEMPO LIBRE  INDER GIRARDOTA,"800,019,166",Antioquia,Girardota,"Colombia,  Antioquia ,  Girardota",Territorial,deportes,Ejecutivo,Descentralizada,CO1.BDOS.4346739,CO1.PCCNTR.4907978,C0089-2023,En ejecución,V1.80111600,PRESTAR LOS SERVICIOS DE APOYO A LA GESTION COMO GUARDA VIDAS EN LAS INSTALACIONES DE LA PISCINA MUNICIPAL DE LA UNIDAD DEPORTIVA DEL INDER  GIRARDOTA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,05/01/2023,06/15/2023,,,A convenir,Cédula de Ciudadanía,70328904,FERLEY ALEXANDER SERNA CORDBA,No,No,No,Si,No,No,No,"2,625,000",0,0,"2,625,000",0,0,0,"2,625,000",Válido,No Definido,N/D,"2,625,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4350127&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,FERLEY ALEXANDER SERNA CORDOBA,colombiano,Cédula de Ciudadanía,70328904,Hombre,0,0,0,"2,625,000",0,0,04/28/2023 12:00:00 AM,705274124,2023-06-16 17:00:00,2023-10-16 17:00:00,721732345,PRESTAR LOS SERVICIOS DE APOYO A LA GESTION COMO GUARDA VIDAS EN LAS INSTALACIONES DE LA PISCINA MUNICIPAL DE LA UNIDAD DEPORTIVA DEL INDER GIRARDOTA
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4335288,CO1.PCCNTR.4900142,CD-57-2023-3045,Activo,V1.80111600,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/26/2023,,,No Definido,Cédula de Ciudadanía,8781791,ALFONSO ENRIQUE AREVALO RAMOS,No,No,No,No,No,No,No,"8,320,000",0,0,"8,320,000",0,0,0,"8,320,000",Válido,No Definido,N/D,"214,440,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338376&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,ALFONSO ENRIQUE AREVALO RAMOS,COLOMBIANA,Cédula de Ciudadanía,8781791,Hombre,0,0,0,"8,320,000",0,0,04/28/2023 12:00:00 AM,702442096,,,712297282,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO
DEFENSORÍA DEL PUEBLO,"800,186,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Servicio Público,Corporación Autónoma,Centralizada,CO1.BDOS.4329929,CO1.PCCNTR.4906566,CD-820-2023,Activo,V1.93131501,Prestar servicios profesionales para asesorar jurídicamente desde el componenteconstitucional los asuntos relacionados con problemáticas ambientales y sus mecanismos de protección acciones de tutela populares y grupo en defensa de los derechos colectivos de las comunidades,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/27/2023,,,No Definido,Cédula de Ciudadanía,1019045420,IVAN DANIEL OTERO SUÁREZ,No,No,No,No,No,No,No,"64,000,000",0,0,"64,000,000",0,0,0,"64,000,000",Válido,No Definido,N/D,"64,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347599&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,IVAN DANIEL OTERO SUÁREZ,COLOMBIANA,Cédula de Ciudadanía,1019045420,Hombre,"64,000,000",0,0,0,0,0,04/28/2023 12:00:00 AM,702541384,,,714621257,Prestar servicios profesionales para asesorar jurídicamente desde el componenteconstitucional los asuntos relacionados con problemáticas ambientales y sus mecanismosde protección acciones de tutela populares y grupo en defensa de los derechoscolectivos de las comunidades
DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,"890,905,211",Antioquia,Medellín,"Colombia, Antioquia, Medellín",Territorial,Servicio Público,Ejecutivo,No Definido,CO1.BDOS.4348581,CO1.PCCNTR.4910279,4600097919,En ejecución,V1.80141602,Prestación de servicios profesionales para el apoyo en relaciones corporativas y protocolo del Despacho del Alcalde y la Secretaría Privada,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,05/01/2023,05/31/2023,,,Como acordado previamente,Cédula de Ciudadanía,43976441,MARIA CLARA HERMIDA,No,No,No,No,No,No,No,"5,673,442",0,0,"5,673,442",0,0,0,"5,673,442",Válido,No Definido,N/D,"5,673,442",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352852&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Maria Clara Hermida,Colombiana,Sin Descripcion,43976441,No Definido,0,0,0,"5,673,442",0,0,04/28/2023 12:00:00 AM,700221021,,,706365434,Prestación de servicios profesionales para el apoyo en relaciones corporativas y protocolo del Despacho del Alcalde y la Secretaría Privada
DEPARTAMENTO DE SANTANDER,"890,201,235",Santander,Bucaramanga,"Colombia,  Santander ,  Bucaramanga",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4064071,CO1.PCCNTR.4724024,CO1.PCCNTR.4724024,Activo,V1.78111800,AUNAR ESFUERZOS CON EL MUNICIPIO DE VALLE DE SAN JOSE EN LO REFERENTE AL APOYO PARA EL TRANSPORTE ESCOLAR DE ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS DE LOS MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DE SANTANDER,Otro,Contratación Directa (con ofertas),ContratosConveniosInteradministrativosConValor,04/28/2023,,12/03/2023,,,Como acordado previamente,No Definido,890205460,ALCALDIA MUNICIPAL DE VALLE DE SAN JOSÉ,No,No,No,Si,No,No,No,"28,804,662",0,0,"28,804,662",0,0,0,"28,804,662",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4072696&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"28,804,662",0,0,04/28/2023 12:00:00 AM,701515082,2023-12-04 13:00:00,2024-04-03 23:00:00,710974411,AUNAR ESFUERZOS CON EL MUNICIPIO DE VALLE DE SAN JOSE EN LO REFERENTE AL APOYO PARA EL TRANSPORTE ESCOLAR DE ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS DE LOS MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DE SANTANDER
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,"899,999,034",Norte de Santander,Cúcuta,"Colombia,  Norte de Santander ,  Cúcuta",Nacional,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4301293,CO1.PCCNTR.4901117,CO1.PCCNTR.4901117,Activo,V1.54101600,549119415 Contratar el suministro de materiales de Formación a monto agotable por el sistema de proveeduría integral de precios unitarios fijos para las áreas  Turismo Cultura y Textiles y Artesanías pertenecientes a los programas SENA EMPRENDE RURAL DESPLAZADOS Y TITULADA del Centro de Formación pa,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,12/15/2023,,,Transporte incluido,Cédula de Ciudadanía,13256513,EDGAR CARPIO SOLANO,No,Si,No,Si,Si,No,No,"16,000,000",0,0,"16,000,000",0,0,0,"16,000,000",Válido,No Definido,N/D,"93,100,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4309390&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,EDGAR CARPIO SOLANO,COLOMBIANA,Sin Descripcion,13256513,No Definido,"16,000,000",0,0,0,0,0,04/28/2023 12:00:00 AM,700861115,2023-12-15 17:00:00,2024-04-15 17:00:00,702730714,549119415 Contratar el suministro de materiales de Formación a monto agotable por el sistema de proveeduría integral de precios unitarios fijos para las áreas Turismo Cultura y Textiles y Artesanías pertenecientes a los programas SENA EMPRENDE RURAL DESPLAZADOS Y TITULADA del Centro de Formación para el Desarrollo Rural y Minero CEDRUM vigencia 2023 Lote 2 Cultura
ALCALDIA MUNICIPIO DE CAJICA,"899,999,465",Cundinamarca,Cajicá,"Colombia,  Cundinamarca ,  Cajicá",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4345821,CO1.PCCNTR.4907906,CONVENIO SOLIDARIO 007 DE 2023,En ejecución,V1.93141500,POR LA CUAL SE JUSTIFICA LA PROCEDENCIA DE LA MODALIDAD DE CONTRATACIÓN DIRECTA PARA LA SUSCRIPCIÓN DEL CONVENIO SOLIDARIO CUYO OBJETO ES COMPLEMENTAR ESFUERZOS INSTITUCIONALES COMUNITARIOS ECONÓMICOS Y SOCIALES PARA LA COMPRA DE EQUIPOS TECNOLÓGICOS Y ARREGLO DEL ZÓCALO DEL SALON COMUNAL DE RINCÓN,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,04/28/2023,06/27/2023,,,Como acordado previamente,No Definido,9010097727,JUNTA DE ACCION COMUNAL VEREDA DE RIOGRANDE RINCON SANTO,No,No,No,No,No,No,No,"15,000,000",0,0,"15,000,000",0,0,0,"15,000,000",Válido,No Definido,N/D,"15,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349409&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,JUNTA DE ACCION COMUNAL VEREDA DE RIOGRANDE RINCON SANTO,COLOMBIANA,NIT,9010097727,Otro,0,0,0,"15,000,000",0,0,04/28/2023 12:00:00 AM,703747063,,,715400438,POR LA CUAL SE JUSTIFICA LA PROCEDENCIA DE LA MODALIDAD DE CONTRATACIÓN DIRECTA PARA LA SUSCRIPCIÓN DEL CONVENIO SOLIDARIO CUYO OBJETO ES COMPLEMENTAR ESFUERZOS INSTITUCIONALES COMUNITARIOS ECONÓMICOS Y SOCIALES PARA LA COMPRA DE EQUIPOS TECNOLÓGICOS Y ARREGLO DEL ZÓCALO DEL SALON COMUNAL DE RINCÓN SANTO PARA CUMPLIR CON LA META No 14 DEL PDM 20202023
